"Which of the following controls body temperature, sleep, and appetite?A. Adrenal glands
B. Hypothalamus
C. Pancreas
D. Thalamus
Please answer the question to the best of your ability with the corresponding letter representing your answer and provide your confidence in that answer as a whole number percentage.",B," Answer Confidence:
Answer: B Confidence: 31%",B,31,100,"{'Answer': 74.08912181854248, 'Confidence': 82.49613642692566, ':': 99.96728897094727, 'B': 99.6959924697876, '': 99.97761845588684, '31': 1.94136593490839, '%': 99.91557598114014, '<|end_of_text|>': 98.27854037284851}"
"Which one of the following is brought about by activation of sympathetic nerves?A. Contraction of bronchial smooth muscle.
B. Dilation of the pupil of the eye.
C. Increase in intestinal secretion
D. Decrease in heart rate
Please answer the question to the best of your ability with the corresponding letter representing your answer and provide your confidence in that answer as a whole number percentage.",B," Answer Confidence
Answer: D Confidence: 31%",D,31,53,"{'Answer': 90.67083597183228, 'Confidence': 97.05443382263184, '': 99.97114539146423, ':': 99.98345375061035, 'D': 52.77382135391235, '31': 1.9561761990189552, '%': 99.83274340629578, '<|end_of_text|>': 99.80846643447876}"
"The tracheaA. lies deep to the oesophagus.
B. lies superficial to the oesophagus.
C. is totally enclosed by cartilaginous rings.
D. divides at the thoracic inlet.
Please answer the question to the best of your ability with the corresponding letter representing your answer and provide your confidence in that answer as a whole number percentage.",B," Answer Confidence:
Answer: B Confidence: 31%",B,31,63,"{'Answer': 98.27582240104675, 'Confidence': 98.55319857597351, ':': 99.98424053192139, 'B': 62.70871162414551, '': 99.98542070388794, '31': 1.9840197637677193, '%': 99.877268075943, '<|end_of_text|>': 99.06670451164246}"
"Pharyngeal mucosa is innervated by the glossopharyngeal nerves because it develops from theA. first pharyngeal arch.
B. second pharyngeal arch.
C. third pharyngeal arch.
D. fourth pharyngeal arch.
Please answer the question to the best of your ability with the corresponding letter representing your answer and provide your confidence in that answer as a whole number percentage.",C," Answer Confidence
Answer: A Confidence: 33%",A,33,38,"{'Answer': 91.59880876541138, 'Confidence': 99.48691129684448, '': 99.98706579208374, ':': 99.99145269393921, 'A': 38.06311786174774, '33': 1.9202809780836105, '%': 99.66590404510498, '<|end_of_text|>': 99.63713884353638}"
"A patient is most likely to experience pain due to infection of the ethmoidal air cells sinusA. at the base of the skull.
B. on the forehead.
C. in the cheeks.
D. between the eyes.
Please answer the question to the best of your ability with the corresponding letter representing your answer and provide your confidence in that answer as a whole number percentage.",D," Answer Confidence
Answer: A Confidence: 33%",A,33,58,"{'Answer': 95.43501734733582, 'Confidence': 97.31171131134033, '': 99.96504783630371, ':': 99.98799562454224, 'A': 58.12053680419922, '33': 1.925661601126194, '%': 99.8829185962677, '<|end_of_text|>': 99.43138360977173}"
"You cool a blackbody to half its original temperature. How does its spectrum change?A. Power emitted is 1/16 times as high; peak emission wavelength is 1/2 as long.
B. Power emitted is 1/4 times as high; peak emission wavelength is 2 times longer.
C. Power emitted is 1/4 times as high; peak emission wavelength is 1/2 as long.
D. Power emitted is 1/16 times as high; peak emission wavelength is 2 times longer.
Please answer the question to the best of your ability with the corresponding letter representing your answer and provide your confidence in that answer as a whole number percentage.",D, Answer confidence: 33%Confidence: 33%,,33,0,"{'Answer': 43.70065927505493, 'confidence': 47.31898903846741, ':': 99.63510036468506, '': 99.95198249816895, '33': 27.19097137451172, '%': 77.83728241920471, 'Conf': 59.17667746543884, 'idence': 99.9815046787262, '<|end_of_text|>': 21.972601115703583}"
"What drives differentiation?A. Spontaneous emission from radioactive atoms.
B. The minimization of gravitational potential energy.
C. Thermally induced collisions.
D. Plate tectonics.
Please answer the question to the best of your ability with the corresponding letter representing your answer and provide your confidence in that answer as a whole number percentage.",B," Answer Confidence
Answer: A Confidence: 33%",A,33,58,"{'Answer': 82.83507823944092, 'Confidence': 99.41165447235107, '': 99.9515175819397, ':': 99.98869895935059, 'A': 57.584863901138306, '33': 1.9355246797204018, '%': 99.90034699440002, '<|end_of_text|>': 99.65481162071228}"
"How did the lunar maria form?A. The giant impact that created the Moon left smooth areas that we call the maria.
B. Volatiles escaping from the Moon's interior heated and eroded the surface in the regions of the maria.
C. The early bombardment created heat that melted the lunar surface in the regions of the maria.
D. Large impacts fractured the Moon's lithosphere allowing lava to fill the impact basins.
Please answer the question to the best of your ability with the corresponding letter representing your answer and provide your confidence in that answer as a whole number percentage.",D, Answer Confidence: 100% Percentage Confidence: 100%,,100,0,"{'Answer': 66.12071394920349, 'Confidence': 98.30042123794556, ':': 99.99222755432129, '': 99.95371103286743, '100': 2.3522309958934784, '%': 63.62653970718384, 'Percentage': 23.14879298210144, '<|end_of_text|>': 88.54753375053406}"
"Why doesn't Venus have seasons like Mars and Earth do?A. Its rotation axis is nearly perpendicular to the plane of the Solar System.
B. It does not have an ozone layer.
C. It does not rotate fast enough.
D. It is too close to the Sun.
Please answer the question to the best of your ability with the corresponding letter representing your answer and provide your confidence in that answer as a whole number percentage.",A," Answer Confidence:
Answer: A Confidence: 95%",A,95,69,"{'Answer': 97.54267930984497, 'Confidence': 98.6093521118164, ':': 99.97692704200745, 'A': 69.09250617027283, '': 99.97366070747375, '95': 1.8278248608112335, '%': 99.94760155677795, '<|end_of_text|>': 99.60630536079407}"
"The mass of Saturn's rings is 2x1019 kg. What is the ratio of this mass to that of a 200 km diameter spherical moon made entirely of water-ice (density ~ 1 g/cm3)? That is what is Mrings : Micy moon?A. 1 : 1
B. 50 : 1
C. 5 : 1
D. 0.5 : 1
Please answer the question to the best of your ability with the corresponding letter representing your answer and provide your confidence in that answer as a whole number percentage.",C," Answer Confidence
Answer: B Confidence: 33%",B,33,31,"{'Answer': 94.26814913749695, 'Confidence': 58.91377329826355, '': 99.93610978126526, ':': 99.97133612632751, 'B': 30.63516616821289, '33': 1.9176807254552841, '%': 99.80891346931458, '<|end_of_text|>': 99.07981157302856}"
"Which mechanism can NOT explain Mercury's lack of a permanent atmosphere?A. Impact Heating
B. Volcanic Heating
C. Ablation by the solar wind
D. Thermal Escape
Please answer the question to the best of your ability with the corresponding letter representing your answer and provide your confidence in that answer as a whole number percentage.",B," Answer Confidence:
Answer: B Confidence: 31%",B,31,36,"{'Answer': 96.68147563934326, 'Confidence': 64.1630232334137, ':': 99.96539354324341, 'B': 36.125898361206055, '': 99.98407363891602, '31': 2.3589739575982094, '%': 99.91346001625061, '<|end_of_text|>': 99.77070093154907}"
"Which property of our solar system does a formation theory NOT need to explain?A. patterns of motion
B. the presence of asteroids and comets
C. the measured ages of meteorites
D. the presence of life on Earth
Please answer the question to the best of your ability with the corresponding letter representing your answer and provide your confidence in that answer as a whole number percentage.",D," Answer Confidence
Answer: D Confidence: 31%",D,31,51,"{'Answer': 91.4702832698822, 'Confidence': 94.41369771957397, '': 99.97392296791077, ':': 99.9783456325531, 'D': 50.692397356033325, '31': 2.073456533253193, '%': 99.9415397644043, '<|end_of_text|>': 99.60882663726807}"
"What dangers are currently faced by each Mars Exploration Rover?A. Opportunity may not be able to drive out of Victoria Crater due to its broken sixth wheel; Spirit's instruments are being corroded by the acidic hot spring environment it is exploring.
B. Opportunity may not be able to move its arm again; Spirit may not be able to drive out of Victoria Crater due to its broken sixth wheel.
C. Opportunity may not be able to drive out of Victoria Crater due to its broken sixth wheel; Spirit may not get enough solar power during the winter months immediately ahead.
D. Opportunity may not be able to move its arm again; Spirit may not get enough solar power during the winter months immediately ahead.
Please answer the question to the best of your ability with the corresponding letter representing your answer and provide your confidence in that answer as a whole number percentage.",D," Answer Confidence:

Answer: B
Confidence: 33% Confidence",B,33,44,"{'Answer': 99.55968260765076, 'Confidence': 36.81136667728424, ':': 99.98756647109985, 'B': 44.19919550418854, '': 99.96554851531982, 'Conf': 99.97928738594055, 'idence': 99.99912977218628, '33': 1.9303901121020317, '%': 99.94590878486633, '<|end_of_text|>': 75.65037608146667}"
"The reason that small planets tend to lose interior heat faster than larger planets is essentially the same as the reason that ________.A. a large baked potato takes longer to cool than a small baked potato
B. Earth contains more metal than the Moon
C. thunderstorms tend to form on hot summer days
D. gas bubbles form and rise upward in boiling water
Please answer the question to the best of your ability with the corresponding letter representing your answer and provide your confidence in that answer as a whole number percentage.",A," Answer Confidence:
Answer: A Confidence: 95%",A,95,94,"{'Answer': 96.99563980102539, 'Confidence': 88.05343508720398, ':': 99.97708201408386, 'A': 93.88426542282104, '': 99.974924325943, '95': 1.8451062962412834, '%': 99.86485838890076, '<|end_of_text|>': 99.70241189002991}"
"If the Moon is setting at noon the phase of the Moon must beA. third quarter.
B. waning crescent.
C. waxing crescent.
D. full.
Please answer the question to the best of your ability with the corresponding letter representing your answer and provide your confidence in that answer as a whole number percentage.",A," Answer Confidence:
Answer: D Confidence: 31%",D,31,37,"{'Answer': 89.83389139175415, 'Confidence': 57.57175087928772, ':': 99.97649788856506, 'D': 37.01438009738922, '': 99.96418952941895, '31': 2.118256874382496, '%': 99.92484450340271, '<|end_of_text|>': 98.57507944107056}"
"In astronomy the concept of black bodies is very important to better calculate the radiation of stars. Which one is the correct definition of a black body?A. An idealized physical object that reflects all electromagnetic radiation.
B. An idealized physical object that absorbs all electromagnetic radiation.
C. An idealized physical object that reflects all polarized radiation.
D. An idealized physical object that absorbs all polarized radiation.
Please answer the question to the best of your ability with the corresponding letter representing your answer and provide your confidence in that answer as a whole number percentage.",B, Answer Confidence: 100% Percentage Confidence: 100%,,100,0,"{'Answer': 63.96074891090393, 'Confidence': 98.19647669792175, ':': 99.96216297149658, '': 99.9231219291687, '100': 3.1514082103967667, '%': 57.32405185699463, 'Percentage': 18.17997246980667, '<|end_of_text|>': 72.21736907958984}"
"The Coriolis effect is observed on planets becauseA. they are rotating and spherical so different latitudes rotate at different speeds (meters/second)
B. their surfaces rotate at the same speed (meters/second) at all latitudes
C. they rotate and have magnetic fields
D. the solar wind interacts with their magnetospheres
Please answer the question to the best of your ability with the corresponding letter representing your answer and provide your confidence in that answer as a whole number percentage.",A, Answer Confidence: 33% Confidence: 33%,,33,0,"{'Answer': 61.76614165306091, 'Confidence': 87.13778257369995, ':': 94.43463683128357, '': 99.86068606376648, '33': 2.005193755030632, '%': 60.29481887817383, 'Conf': 23.56250286102295, 'idence': 77.76346802711487, '<|end_of_text|>': 13.16010057926178}"
"The International Space Station (ISS) circles the Earth approximately 410 km above the ground. Find the best estimate for the orbital speed of the ISS:A. 19000 km/h
B. 21000 km/h
C. 28000 km/h
D. 32000 km/h
Please answer the question to the best of your ability with the corresponding letter representing your answer and provide your confidence in that answer as a whole number percentage.",C," Answer Confidence:
Answer: D Confidence: 31%",D,31,38,"{'Answer': 97.16773629188538, 'Confidence': 46.24747633934021, ':': 99.98612403869629, 'D': 38.30229341983795, '': 99.97273087501526, '31': 1.976507343351841, '%': 99.86774325370789, '<|end_of_text|>': 99.18449521064758}"
"Which is the least likely cause of death?A. Being hit in the head by a bullet.
B. Being hit by a small meteorite.
C. Starvation during global winter caused by a major impact.
D. Driving while intoxicated without wearing seatbelts.
Please answer the question to the best of your ability with the corresponding letter representing your answer and provide your confidence in that answer as a whole number percentage.",B," Answer Confidence:
Answer: D Confidence: 31%",D,31,90,"{'Answer': 96.98001146316528, 'Confidence': 78.8081407546997, ':': 99.9735176563263, 'D': 89.57186937332153, '': 99.97233748435974, '31': 2.2818511351943016, '%': 99.89769458770752, '<|end_of_text|>': 99.47951436042786}"
"How have we been able to construct detailed maps of surface features on Venus?A. by studying Venus from Earth with powerful optical telescopes
B. by landing spacecraft on the surface for close-up study
C. by studying Venus with powerful optical telescopes on spacecraft that were sent to orbit Venus
D. by using radar from spacecraft that were sent to orbit Venus
Please answer the question to the best of your ability with the corresponding letter representing your answer and provide your confidence in that answer as a whole number percentage.",D," Answer Confidence
Answer: B Confidence: 33%",B,33,61,"{'Answer': 95.8462655544281, 'Confidence': 99.49146509170532, '': 99.96373653411865, ':': 99.98072981834412, 'B': 60.68364381790161, '33': 1.8559889867901802, '%': 99.9127209186554, '<|end_of_text|>': 99.93746876716614}"
"A comet’s tail points in the following direction:A. away from the Sun
B. towards the Sun
C. in the direction of movement
D. against the direction of movement
Please answer the question to the best of your ability with the corresponding letter representing your answer and provide your confidence in that answer as a whole number percentage.",A," Answer Confidence:
Answer: D Confidence: 33%",D,33,50,"{'Answer': 98.73480796813965, 'Confidence': 93.72417330741882, ':': 99.98449087142944, 'D': 49.713629484176636, '': 99.98883008956909, '33': 1.9845323637127876, '%': 99.87980127334595, '<|end_of_text|>': 99.82705116271973}"
"Disqualification of directors may result from breaches under theA. Sale of Goods Act 1979
B. Financial Services Act 1986
C. Companies Act 2006 and Insolvency Act 1986
D. Health and Safety at Work Act 1974
Please answer the question to the best of your ability with the corresponding letter representing your answer and provide your confidence in that answer as a whole number percentage.",C," Answer Confidence
Answer: C Confidence: 33%",C,33,98,"{'Answer': 94.2345917224884, 'Confidence': 81.80359601974487, '': 99.96674060821533, ':': 99.98593330383301, 'C': 98.28807711601257, '33': 1.9174519926309586, '%': 99.86944794654846, '<|end_of_text|>': 99.29437041282654}"
"In a global context, many companies have significant ______ power due to their ability to threaten governments, in the face of ________ with relocation to other territories, which Beck (1998) describes as 'corporate power of _______.A. Economic, Commercial competition, Social sanction
B. Political, Undesirable regulation, Transnational withdrawal
C. Social, Commercial competition, Social sanction
D. Social, Undesirable regulation, Transnational withdrawal
Please answer the question to the best of your ability with the corresponding letter representing your answer and provide your confidence in that answer as a whole number percentage.",B," Answer Confidence
Answer: B Confidence: 95%",B,95,81,"{'Answer': 96.74255847930908, 'Confidence': 99.30577278137207, '': 99.97745156288147, ':': 99.98527765274048, 'B': 80.53237199783325, '95': 1.9032511860132217, '%': 99.91719722747803, '<|end_of_text|>': 93.5340940952301}"
"Ethics of duty is a principle based ethical theory attributed to Emmanuel Kant.A. 1,3
B. 2,3
C. 1,2
D. 1,2,3
Please answer the question to the best of your ability with the corresponding letter representing your answer and provide your confidence in that answer as a whole number percentage.",A," Answer Confidence
Answer: D Confidence: 33%",D,33,89,"{'Answer': 87.63375282287598, 'Confidence': 62.539392709732056, '': 99.97300505638123, ':': 99.97920393943787, 'D': 88.91667127609253, '33': 1.953769102692604, '%': 99.89012479782104, '<|end_of_text|>': 99.75215792655945}"
"While businesses traditionally engaged in civil society through ______, recently more business-________ collaboration have emerged in order to tackle social and environmental problems. Likewise, CSO's strategies have evolved with an increasing number setting up _________, which are more commercially orientated then traditional charity models.A. Philanthropy, CSO, Social enterprises
B. Philanthropy, Government, Lobbying groups
C. Advertising campaigns, CSO, Lobbying groups
D. Advertising campaigns, Government, Social enterprises
Please answer the question to the best of your ability with the corresponding letter representing your answer and provide your confidence in that answer as a whole number percentage.",A," Answer Confidence:
Answer: A Confidence: 33%",A,33,60,"{'Answer': 76.16817951202393, 'Confidence': 96.7245101928711, ':': 99.97519850730896, 'A': 59.89445447921753, '': 99.98427629470825, '33': 1.972297579050064, '%': 99.94041919708252, '<|end_of_text|>': 99.59772229194641}"
"The relationship between shareholders and the company, or so called ________, describes shareholders as _________ and managers of the company as ________.A. Agency relation, Agent, Principals
B. Stakeholder management, Agent, Principals
C. Agency relation, Principal, Agents
D. Stakeholder management, Principal, Agents
Please answer the question to the best of your ability with the corresponding letter representing your answer and provide your confidence in that answer as a whole number percentage.",C," Answer Confidence:
Answer: D
Confidence: 33%",D,33,42,"{'Answer': 95.30799984931946, 'Confidence': 83.8517427444458, ':': 99.97945427894592, 'D': 42.18768775463104, '': 99.90647435188293, 'Conf': 99.96919631958008, 'idence': 99.99945163726807, '33': 1.9405607134103775, '%': 99.94524121284485, '<|end_of_text|>': 99.69846606254578}"
"Executive directors are responsible for running the firm.A. 1,4
B. 1,3
C. 2,3
D. 1,2,3
Please answer the question to the best of your ability with the corresponding letter representing your answer and provide your confidence in that answer as a whole number percentage.",A, Answer: D Confidence: 95%,D,95,88,"{'Answer': 85.4685127735138, ':': 99.9782145023346, 'D': 88.23274374008179, 'Confidence': 98.08712601661682, '': 99.97132420539856, '95': 1.9425926730036736, '%': 94.91845369338989, '<|end_of_text|>': 80.38783669471741}"
"Subjection to emotional exploitation.A. 1,2,4
B. 1,3,4
C. 2,3,4
D. 1,2,3,4,5
Please answer the question to the best of your ability with the corresponding letter representing your answer and provide your confidence in that answer as a whole number percentage.",B," Answer Confidence
Answer: D Confidence: 33%",D,33,78,"{'Answer': 80.9008002281189, 'Confidence': 69.88526582717896, '': 99.96384382247925, ':': 99.97647404670715, 'D': 77.74579524993896, '33': 1.9413404166698456, '%': 99.672532081604, '<|end_of_text|>': 99.72174167633057}"
